268	19.15	0
269	12.55	0
270	10.8	0
271	8.9	0
272	13.7	0
273	13.45	0
274	11.15	0
275	14.2	0
276	3.8	0.49
277	4.1	0.07
278	5.9	0
279	10.6	0
280	13.6	0
281	13.7	0.06
282	20.45	0
283	19.8	0
284	14.35	0.08
285	12.4	0
286	10.8	0
287	8.85	0.07
288	5.6	0
289	5.9	0
290	12.4	0.06
291	13.35	0
292	12.35	0
293	8.25	0
294	12.05	0
295	11.85	0
296	5.55	0
297	3	0
298	3.4	0
299	7	0
300	3.75	0.15
301	2	0
302	7.8	0
303	8.2	0
304	5.75	0
305	7.25	0.07
306	3.2	0
307	1.8	0
308	5.05	0
309	3.65	0
310	0.95	0
311	10.8	0
312	7	0
313	0.6	1.02
314	-4.05	0.15
315	2.75	0
316	1.05	0
317	7.65	0.07
318	3	0
319	4.8	0
320	2.5	0
321	5	0.54
322	-3.95	0.07
323	-1.8	0
324	-5.4	0
325	1.5	0
326	3.05	0
327	0.65	0
328	-6.2	0
329	-13.55	0.07
330	-10.75	0
331	-2	0
332	-5.25	0
333	-4	0
334	-3.75	0
335	0.45	0
336	3.1	0
337	4.25	0
338	5.6	0
339	4.1	0
340	4.75	0
341	5.2	0
342	7.3	0
343	4.9	0.4
344	-1.3	0
345	-2.9	0
346	-2.25	0
347	0.4	0
348	-4.7	0
349	-2.35	0
350	-6.5	0.09
351	-10.2	0
352	-6.5	0.15
353	-0.95	0
354	-3.55	0
355	-1.15	0
356	-8.15	0
357	-11.4	0.06
358	-14	0.4
359	-20.7	0.06
360	-15.6	0.06
361	-1.85	0
362	-7.45	0.07
363	-14.05	0.08
364	-12.45	0
365	-8.65	0.08
